"State","Type","Name","Age","Gender","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","PetID","AdoptionSpeed","BreedName_primary","BreedName_secondary","Primary_Color","Second_color","Third_Color","StateName"
41326,"Cat","Unknown",2,"Female","Medium","Long","No","Yes","No","Healthy",1,650,"29b04f54d",3,"American Curl","Domestic Long Hair","Cream",NA,NA,"Selangor"
41326,"Dog","Roger",72,"Male","Medium","Medium","No","No","No","Healthy",1,0,"63e212498",4,"Spitz",NA,"White",NA,NA,"Selangor"
41326,"Cat","N0ty",3,"Male","Medium","Medium","No","Yes","No","Healthy",1,0,"0d116bb3f",4,"Domestic Medium Hair",NA,"Black","Gray",NA,"Selangor"
41326,"Cat","Ray",3,"Female","Medium","Short","No","No","No","Healthy",1,50,"40d175d61",4,"American Shorthair","Turkish Van","Black","Golden","Gray","Selangor"
41326,"Dog","Mikio",8,"Female","Medium","Medium","Yes","Yes","No","Healthy",1,0,"2cc0c6dee",3,"Cocker Spaniel",NA,"Golden",NA,NA,"Selangor"
41326,"Cat","â¥ Florentino (Albino) â¥",4,"Male","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,"5ed5663ae",2,"Domestic Medium Hair",NA,"White",NA,NA,"Selangor"
41326,"Dog","Bai Bai",15,"Female","Small","Medium","Yes","No","Not Sure","Healthy",1,1,"0cbe33a44",1,"Spitz",NA,"White",NA,NA,"Selangor"
41326,"Dog","Mandee",1,"Female","Medium","Short","Yes","Yes","No","Healthy",1,0,"2318247fb",2,"Mixed Breed",NA,"Black","Brown",NA,"Selangor"
41326,"Dog","NiNi",6,"Female","Medium","Short","Yes","Yes","Yes","Healthy",1,0,"b4aa0c3ce",3,"Mixed Breed",NA,"Brown",NA,NA,"Selangor"
41326,"Dog","Marmalade",24,"Female","Medium","Short","Yes","Yes","Yes","Healthy",1,0,"79ef1fd27",4,"Mixed Breed",NA,"Golden",NA,NA,"Selangor"
41326,"Dog","Vespa",60,"Female","Small","Short","Yes","Yes","Not Sure","Healthy",1,0,"2bdf3471b",1,"Poodle",NA,"Cream",NA,NA,"Selangor"
41326,"Dog","Trixie C",20,"Female","Medium","Medium","Yes","Yes","No","Healthy",1,0,"036c684d3",2,"Terrier",NA,"Brown","Cream",NA,"Selangor"
41326,"Dog","Unknown",6,"Female","Medium","Short","Yes","Yes","Not Sure","Healthy",1,100,"37bf6da18",1,"Golden Retriever","Rottweiler","Black",NA,NA,"Selangor"
41326,"Dog","Brownie 1 And 2",2,"Female","Medium","Short","No","No","No","Healthy",2,0,"1043aca38",4,"Mixed Breed","Mixed Breed","Brown",NA,NA,"Selangor"
41326,"Dog","Cc",2,"Female","Medium","Medium","Yes","Yes","No","Healthy",1,0,"2e55bed12",1,"Mixed Breed","Mixed Breed","Brown",NA,NA,"Selangor"
41326,"Dog","Lulu",4,"Female","Medium","Short","Yes","Yes","No","Healthy",1,0,"b5df81f99",1,"Mixed Breed",NA,"White",NA,NA,"Selangor"
41326,"Dog","Juno",2,"Male","Medium","Short","No","No","No","Healthy",1,0,"e6151d695",2,"Mixed Breed",NA,"Brown",NA,NA,"Selangor"
41326,"Dog","Unknown",1,"Female","Small","Short","No","No","No","Healthy",1,0,"7b8d76961",4,"Mixed Breed",NA,"White",NA,NA,"Selangor"
41326,"Dog","C6C",3,"Female","Medium","Medium","No","Yes","No","Healthy",1,0,"3af14a63c",3,"Mixed Breed","Mixed Breed","Brown",NA,NA,"Selangor"
41326,"Cat","Mago",6,"Male","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,"4785a8894",4,"Domestic Short Hair",NA,"White",NA,NA,"Selangor"
41326,"Dog","Unknown",4,"Female","Medium","Short","No","No","No","Healthy",1,0,"48c5a3c40",2,"Mixed Breed",NA,"Golden","White",NA,"Selangor"
41326,"Cat","Unknown",2,"Female","Small","Short","No","No","No","Healthy",1,0,"c4835ee5c",1,"Domestic Short Hair","Calico","Brown",NA,NA,"Selangor"
41326,"Dog","Unknown",1,"Female","Large","Short","No","No","No","Healthy",1,0,"a8055a2ba",2,"Mixed Breed",NA,"Black","Brown",NA,"Selangor"
41326,"Dog","Bingo",24,"Male","Medium","Short","Yes","Yes","No","Healthy",1,0,"f3a5451b9",2,"Jack Russell Terrier",NA,"Brown","White",NA,"Selangor"
41326,"Dog","Gary & Jihyo",2,"Mixed","Medium","Short","No","Yes","No","Healthy",2,0,"4d3e3a146",3,"Mixed Breed","Mixed Breed","Brown","Golden",NA,"Selangor"
41326,"Cat","Fluffers And 2 Fur Babies",48,"Mixed","Large","Long","Yes","Yes","No","Healthy",3,0,"369d96f21",2,"Domestic Long Hair",NA,"Black","White",NA,"Selangor"
41326,"Dog","Unknown",1,"Male","Medium","Short","Yes","Yes","No","Healthy",1,0,"026ebf139",3,"Mixed Breed",NA,"Brown",NA,NA,"Selangor"
41326,"Cat","Dragon",24,"Female","Medium","Short","Yes","Yes","Yes","Healthy",1,0,"961d4ba5a",2,"Tabby",NA,"Gray",NA,NA,"Selangor"
41326,"Cat","Comot",2,"Male","Medium","Medium","No","Yes","Not Sure","Healthy",1,0,"fe726b9d1",4,"Domestic Short Hair",NA,"Black","White",NA,"Selangor"
41326,"Dog","Thunder",3,"Male","Medium","Medium","Yes","Yes","No","Healthy",1,0,"3a3dc1dab",2,"Mixed Breed",NA,"Black","Brown",NA,"Selangor"
41326,"Dog","Jazzy",2,"Female","Medium","Medium","Yes","Yes","No","Healthy",1,0,"062633cb1",1,"Mixed Breed",NA,"Black",NA,NA,"Selangor"
41326,"Cat","Sam",3,"Female","Medium","Medium","Yes","Yes","No","Minor Injury",1,20,"2be9fa813",2,"Siamese",NA,"Brown","White",NA,"Selangor"
41326,"Dog","Brandy",10,"Female","Medium","Short","Yes","Yes","Yes","Healthy",1,0,"ea9ad03dc",4,"Mixed Breed",NA,"Black",NA,NA,"Selangor"
41326,"Cat","5 Kittens",1,"Mixed","Small","Medium","No","No","No","Healthy",5,100,"24aaed171",1,"Persian",NA,"White",NA,NA,"Selangor"
41326,"Dog","ROLAND",12,"Male","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,"d0eb1073d",4,"Mixed Breed","Mixed Breed","Black","Brown",NA,"Selangor"
41326,"Dog","Unknown",4,"Female","Small","Short","Yes","Yes","Not Sure","Healthy",1,0,"807ea3b72",2,"Mixed Breed",NA,"White",NA,NA,"Selangor"
41326,"Dog","Lola",7,"Female","Small","Short","Yes","Yes","Yes","Healthy",1,0,"29d752f7f",4,"Mixed Breed",NA,"Black","Brown",NA,"Selangor"
41326,"Dog","Ginny",3,"Female","Medium","Short","No","Yes","No","Healthy",1,0,"6da091c79",3,"Miniature Pinscher","Mixed Breed","Black","Brown",NA,"Selangor"
41326,"Dog","DJ",3,"Male","Medium","Medium","Yes","Yes","No","Healthy",1,0,"9a7474fd8",0,"Mixed Breed",NA,"Brown",NA,NA,"Selangor"
41326,"Dog","Jill",2,"Female","Medium","Medium","No","No","No","Healthy",1,0,"761523328",1,"Mixed Breed",NA,"Black","Brown",NA,"Selangor"
41326,"Dog","Peanutt",4,"Female","Medium","Short","Yes","Yes","No","Healthy",1,0,"7aae61018",3,"Mixed Breed","Terrier","Brown","White",NA,"Selangor"
41326,"Dog","Tinka",63,"Female","Medium","Short","Yes","Yes","Yes","Healthy",1,50,"8b2be8807",1,"Golden Retriever","Mixed Breed","Black",NA,NA,"Selangor"
41326,"Cat","Bluee Aka Biru",3,"Female","Small","Short","No","No","No","Healthy",1,0,"aa4b23487",2,"Siamese","Domestic Short Hair","Cream","Gray",NA,"Selangor"
41326,"Dog","Paris & London",2,"Female","Medium","Short","No","Yes","No","Healthy",2,0,"97dc6aa32",3,"Terrier","Mixed Breed","Black","Brown","Cream","Selangor"
41326,"Dog","W7",1,"Female","Medium","Medium","Yes","Yes","No","Healthy",1,0,"c0771fde0",1,"Mixed Breed","Mixed Breed","White",NA,NA,"Selangor"
41326,"Cat","Shatam & Tam Tam",2,"Mixed","Large","Medium","No","No","No","Healthy",2,50,"8c93a6e28",2,"Persian","Domestic Short Hair","Black","Brown",NA,"Selangor"
41326,"Dog","DIANA",18,"Female","Medium","Short","Yes","Yes","Yes","Healthy",1,0,"3a3ae56f1",4,"Mixed Breed","Mixed Breed","Black",NA,NA,"Selangor"
41326,"Dog","Bheema",67,"Male","Large","Long","Yes","Yes","No","Healthy",1,0,"5017052e7",1,"Rottweiler",NA,"Black",NA,NA,"Selangor"
41326,"Cat","Tigger",12,"Male","Medium","Short","Yes","Yes","Yes","Healthy",1,350,"e6dff6d40",4,"Domestic Short Hair",NA,"Brown",NA,NA,"Selangor"
41326,"Cat","Casper",4,"Male","Medium","Medium","No","No","No","Healthy",1,0,"4b90d8806",3,"Domestic Medium Hair",NA,"Gray","White",NA,"Selangor"
41326,"Cat","Ginger",6,"Male","Small","Short","No","Yes","No","Healthy",1,0,"c8c8ce5d4",2,"Domestic Short Hair",NA,"Yellow",NA,NA,"Selangor"
41326,"Dog","Black Dog - Lucky Named By Rescurer",48,"Male","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,"788ea6e94",4,"Mixed Breed",NA,"Black",NA,NA,"Selangor"
41326,"Cat","2 Month Old Kittens",2,"Mixed","Small","Medium","No","No","No","Healthy",3,0,"f77be41c3",2,"Domestic Short Hair","Domestic Short Hair","Black","Golden","Gray","Selangor"
41326,"Cat","Cookie",2,"Female","Medium","Short","No","No","No","Healthy",1,20,"89df794d1",2,"American Shorthair",NA,"Gray",NA,NA,"Selangor"
41326,"Dog","Momma",12,"Female","Medium","Short","Yes","No","Yes","Healthy",4,0,"03f0fc32f",4,"Mixed Breed",NA,"White",NA,NA,"Selangor"
41326,"Dog","Puppy Brownie",2,"Female","Medium","Short","No","Yes","No","Healthy",1,80,"0bd83ba72",2,"Mixed Breed",NA,"Brown",NA,NA,"Selangor"
41326,"Dog","Tango",60,"Male","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,"7687b7da2",4,"Mixed Breed",NA,"Golden",NA,NA,"Selangor"
41326,"Cat","Snowy",5,"Female","Medium","Medium","No","Yes","No","Healthy",1,0,"c958b75b3",1,"Siamese",NA,"White",NA,NA,"Selangor"
41326,"Dog","Maxine",24,"Female","Medium","Short","Yes","Yes","Yes","Healthy",1,0,"9c803d826",1,"Golden Retriever",NA,"Golden",NA,NA,"Selangor"
41326,"Dog","Darlie",1,"Male","Medium","Short","No","No","No","Healthy",1,0,"004a26127",3,"Mixed Breed",NA,"Black",NA,NA,"Selangor"
41326,"Dog","Snoopy",2,"Male","Medium","Short","No","Yes","No","Healthy",1,0,"3f03da51e",1,"Mixed Breed",NA,"Black","Brown",NA,"Selangor"
41326,"Cat","Callie",2,"Female","Small","Medium","No","Yes","No","Healthy",1,0,"6d4f64bb7",2,"Domestic Medium Hair",NA,"Cream",NA,NA,"Selangor"
41326,"Cat","Maddie",5,"Female","Medium","Medium","No","No","No","Healthy",1,0,"93ccba02b",3,"Siamese",NA,"White",NA,NA,"Selangor"
41326,"Dog","W3",2,"Female","Medium","Medium","Yes","Yes","No","Healthy",1,0,"0a5be413e",3,"Mixed Breed","Mixed Breed","White",NA,NA,"Selangor"
41326,"Dog","Gizmo",60,"Male","Small","Long","Yes","Yes","Yes","Healthy",1,150,"79f8b048f",2,"Dachshund",NA,"Brown",NA,NA,"Selangor"
41326,"Dog","Lab Mix 4",2,"Female","Medium","Medium","Yes","Yes","No","Healthy",1,0,"d33f898e4",0,"Mixed Breed","Labrador Retriever","Brown",NA,NA,"Selangor"
41326,"Dog","Raven",36,"Female","Large","Short","Yes","Yes","Yes","Healthy",1,100,"733f9942b",3,"Mixed Breed",NA,"Black",NA,NA,"Selangor"
41326,"Dog","Happy",2,"Female","Medium","Medium","Yes","Yes","No","Healthy",1,0,"1696809dd",1,"Mixed Breed","Mixed Breed","Cream",NA,NA,"Selangor"
41326,"Cat","Unknown",2,"Male","Small","Short","No","No","No","Minor Injury",1,0,"4748cdef4",4,"Domestic Short Hair",NA,"Golden",NA,NA,"Selangor"
41326,"Dog","Tabby",1,"Male","Medium","Short","No","No","No","Healthy",1,0,"d0bf2b3bf",1,"Mixed Breed",NA,"Brown",NA,NA,"Selangor"
41326,"Dog","Dobi",48,"Male","Small","Short","Yes","Yes","Yes","Healthy",1,0,"9162433d5",3,"Mixed Breed","Mixed Breed","Brown",NA,NA,"Selangor"
41326,"Cat","Mak Teh",12,"Female","Medium","Short","No","No","No","Healthy",1,0,"e65a26822",4,"Domestic Short Hair",NA,"White",NA,NA,"Selangor"
41326,"Dog","Cutie Babies",1,"Mixed","Medium","Medium","No","Yes","No","Healthy",4,0,"27867018b",4,"Mixed Breed","Mixed Breed","Brown","White",NA,"Selangor"
41326,"Dog","Unknown",2,"Male","Medium","Short","Yes","Yes","Not Sure","Healthy",2,0,"7e8bab7a5",4,"Mixed Breed",NA,"Brown","Gray",NA,"Selangor"
41326,"Dog","Rocky",12,"Male","Medium","Short","No","No","No","Healthy",1,0,"58bfbd845",3,"Mixed Breed",NA,"Black","Brown",NA,"Selangor"
41326,"Dog","KEITH",11,"Male","Medium","Medium","No","No","No","Healthy",1,0,"65266fe36",4,"Mixed Breed","Mixed Breed","Brown","Gray",NA,"Selangor"
41326,"Cat","Luna",2,"Female","Medium","Long","No","Yes","No","Healthy",1,700,"09d9212f5",1,"Persian",NA,"Golden",NA,NA,"Selangor"
41326,"Dog","Tom 1",4,"Male","Medium","Medium","Yes","Yes","No","Healthy",1,0,"b4d341b10",2,"Mixed Breed","Mixed Breed","Brown","White",NA,"Selangor"
41326,"Dog","Pepper",96,"Male","Small","Medium","Yes","Yes","No","Healthy",1,0,"1c59513dd",2,"Schnauzer",NA,"Gray",NA,NA,"Selangor"
41326,"Dog","Tutti & Frutti",11,"Female","Medium","Short","Yes","Not Sure","Yes","Healthy",2,0,"12b1bce04",4,"Mixed Breed","Mixed Breed","Brown","White",NA,"Selangor"
41326,"Cat","Olynn",3,"Female","Medium","Medium","No","Yes","No","Healthy",1,0,"d0c1d6b64",3,"Domestic Medium Hair",NA,"Cream",NA,NA,"Selangor"
41326,"Cat","Green",2,"Male","Small","Short","No","Yes","No","Healthy",1,0,"8b86fd668",4,"Domestic Short Hair",NA,"Black",NA,NA,"Selangor"
41326,"Dog","Butter",12,"Female","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,"cfd0757cf",3,"Mixed Breed","Mixed Breed","Brown",NA,NA,"Selangor"
41326,"Cat","Kitten 3",4,"Female","Medium","Long","No","No","No","Healthy",1,0,"58e8cb9e1",3,"Bobtail","Siberian","Black","Brown",NA,"Selangor"
41326,"Dog","Yogi B",2,"Female","Large","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,"156da1714",2,"Labrador Retriever",NA,"Black",NA,NA,"Selangor"
41326,"Dog","Rex",5,"Male","Small","Long","Yes","Yes","Yes","Healthy",1,0,"5ff1a0cae",2,"Golden Retriever","Wirehaired Terrier","Golden","White",NA,"Selangor"
41326,"Dog","Ally",2,"Female","Medium","Short","Yes","Yes","Yes","Healthy",1,0,"8cb5fc48e",3,"Mixed Breed",NA,"Brown",NA,NA,"Selangor"
41326,"Dog","Ngah Ngah",2,"Female","Medium","Short","Yes","Yes","No","Healthy",1,0,"8f1105e2a",4,"Mixed Breed",NA,"Black",NA,NA,"Selangor"
41326,"Dog","SUNKIST (smart, Loyal, Small Size)",7,"Female","Small","Short","Yes","Yes","Yes","Healthy",1,0,"846ca7805",4,"Mixed Breed","Mixed Breed","Black","Brown",NA,"Selangor"
41326,"Dog","Yuki",132,"Female","Small","Short","Yes","Yes","No","Healthy",1,0,"7f5e7cf4a",2,"Mixed Breed","Miniature Pinscher","Black",NA,NA,"Selangor"
41326,"Dog","Na-Na",18,"Female","Medium","Short","Yes","Yes","Yes","Healthy",1,0,"828f0e616",4,"Miniature Pinscher","Mixed Breed","Black","Brown",NA,"Selangor"
41326,"Cat","Minami And Amore",2,"Mixed","Small","Medium","No","Yes","No","Healthy",2,70,"9468e2ed1",1,"Domestic Medium Hair",NA,"Golden","White",NA,"Selangor"
41326,"Dog","Ara [D227(030617)]",24,"Male","Medium","Short","Yes","Yes","Yes","Healthy",1,80,"41e824cbe",4,"Mixed Breed",NA,"Golden","Cream",NA,"Selangor"
41326,"Dog","Keen Keen",1,"Female","Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,"5b73a7ea8",3,"Labrador Retriever","Mixed Breed","Brown",NA,NA,"Selangor"
41326,"Dog","Mr Miracle",0,"Male","Medium","Short","Yes","Yes","Yes","Healthy",1,0,"420bdee9f",1,"Mixed Breed",NA,"Black",NA,NA,"Selangor"
41326,"Dog","Basil And Rudolph",1,"Male","Medium","Short","No","Yes","No","Healthy",2,0,"0e28a90f6",2,"Mixed Breed","Mixed Breed","Black",NA,NA,"Selangor"
41326,"Cat","Schmoo",5,"Male","Medium","Short","No","Yes","No","Healthy",1,0,"11a993099",1,"Domestic Short Hair",NA,"Black","White",NA,"Selangor"
41326,"Dog","Black Rose",4,"Female","Medium","Short","Yes","Yes","No","Healthy",1,100,"2fe1eb7b8",4,"Mixed Breed","Mixed Breed","Black",NA,NA,"Selangor"
41326,"Dog","Sasa",3,"Female","Medium","Medium","Yes","Yes","No","Healthy",1,200,"cad137e83",2,"Mixed Breed",NA,"Golden",NA,NA,"Selangor"
41326,"Dog","Siggi",36,"Female","Small","Long","Not Sure","Yes","Not Sure","Healthy",1,0,"fba2f803d",2,"Schnauzer",NA,"Gray",NA,NA,"Selangor"
41326,"Dog","Survivor",6,"Female","Medium","Medium","Yes","Yes","Not Sure","Serious Injury",1,0,"326b17344",3,"Mixed Breed",NA,"Brown",NA,NA,"Selangor"
41326,"Dog","Mini",12,"Female","Medium","Short","Yes","Yes","Yes","Healthy",1,0,"1d9c36e47",4,"Mixed Breed",NA,"Brown",NA,NA,"Selangor"
41326,"Dog","Unknown",48,"Male","Large","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,"172433b2f",3,"Golden Retriever",NA,"Golden",NA,NA,"Selangor"
41326,"Cat","Two Little Kittens",3,"Female","Medium","Short","Yes","Yes","No","Healthy",2,0,"2f73851f5",4,"Domestic Short Hair",NA,"Cream",NA,NA,"Selangor"
41326,"Dog","Mayo Puppies",2,"Male","Medium","Short","Yes","Yes","No","Healthy",4,0,"21178f3b0",2,"Mixed Breed","Mixed Breed","Black","Brown",NA,"Selangor"
41326,"Dog","Annie",1,"Female","Medium","Medium","No","No","Not Sure","Healthy",8,0,"553164b93",1,"Mixed Breed",NA,"White",NA,NA,"Selangor"
41326,"Dog","Mick",2,"Male","Medium","Short","Yes","Yes","No","Healthy",1,0,"0d635d0b4",2,"Mixed Breed",NA,"Brown",NA,NA,"Selangor"
41326,"Cat","Squigee",2,"Male","Medium","Medium","Yes","Yes","No","Healthy",1,0,"63f2e0940",2,"Manx","Egyptian Mau","Gray",NA,NA,"Selangor"
41326,"Dog","Black Puppy",9,"Female","Large","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,"9deb1340f",1,"Mixed Breed",NA,"Black",NA,NA,"Selangor"
41326,"Dog","Jinny & Jenny",2,"Female","Small","Short","No","No","No","Healthy",2,0,"02f7300db",1,"Corgi","Labrador Retriever","Brown",NA,NA,"Selangor"
41326,"Dog","Ella",2,"Female","Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,"dd13b36c6",3,"Mixed Breed",NA,"Cream",NA,NA,"Selangor"
41326,"Dog","Baloo",6,"Female","Medium","Short","Yes","Yes","Yes","Healthy",1,0,"5e203eeaf",3,"Mixed Breed",NA,"Black",NA,NA,"Selangor"
41326,"Dog","Bear Bear~~",2,"Male","Small","Medium","No","No","No","Healthy",2,0,"2c281057a",1,"Mixed Breed",NA,"Black","Brown",NA,"Selangor"
41326,"Cat","Gizmo",3,"Male","Medium","Short","Yes","Yes","No","Healthy",1,0,"9a7a99c23",1,"Domestic Short Hair",NA,"Golden","Cream",NA,"Selangor"
41326,"Dog","Baby - Very Sweet And Gentle!",36,"Female","Medium","Short","Yes","Yes","Yes","Healthy",1,0,"bf537cdb3",4,"Mixed Breed",NA,"Brown",NA,NA,"Selangor"
41326,"Dog","Goldy",60,"Male","Medium","Medium","Yes","Yes","No","Healthy",1,0,"6cafa50dd",1,"Golden Retriever",NA,"Cream",NA,NA,"Selangor"
41326,"Cat","Dawg",3,"Female","Medium","Short","No","No","No","Healthy",1,0,"8a9465eee",1,"Domestic Short Hair",NA,"Black",NA,NA,"Selangor"
41326,"Cat","3 Musketeers",1,"Male","Medium","Short","No","Yes","No","Healthy",3,0,"c469973de",1,"Domestic Short Hair",NA,"Black","Yellow",NA,"Selangor"
41326,"Cat","Sugarbun Kitten  @Damansara!!",3,"Male","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,"6c48c9154",1,"Domestic Medium Hair",NA,"White",NA,NA,"Selangor"
41326,"Cat","Leo The Black Kitten Needs A Home",4,"Male","Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,"3e2c46391",3,"Domestic Short Hair","Domestic Medium Hair","Black",NA,NA,"Selangor"
41326,"Dog","Angel",2,"Female","Medium","Medium","Yes","Yes","No","Healthy",1,0,"454607f26",2,"Mixed Breed",NA,"Brown",NA,NA,"Selangor"
41326,"Dog","Adorable For Adoption-",2,"Female","Medium","Medium","No","No","No","Healthy",1,0,"5a828ec3e",2,"Mixed Breed",NA,"Black","Brown",NA,"Selangor"
41326,"Dog","Drew",5,"Female","Medium","Medium","No","Yes","No","Healthy",1,0,"10516f3c6",4,"Mixed Breed",NA,"Brown","Golden",NA,"Selangor"
41326,"Cat","MAX BIONDI",3,"Male","Small","Short","No","No","No","Healthy",1,0,"0e6523901",1,"Domestic Medium Hair",NA,"Black","White",NA,"Selangor"
41326,"Cat","Kitty",2,"Mixed","Small","Medium","No","No","No","Healthy",5,0,"b6cea4edc",4,"Domestic Medium Hair",NA,"Yellow","White",NA,"Selangor"
41326,"Dog","Cookiee",4,"Female","Medium","Short","No","No","No","Healthy",1,0,"62887c0ea",3,"Mixed Breed","Labrador Retriever","Cream",NA,NA,"Selangor"
41326,"Dog","Mongrel Puppies",1,"Male","Medium","Short","No","Yes","No","Healthy",4,0,"c042fa2d5",2,"Mixed Breed",NA,"Black",NA,NA,"Selangor"
41326,"Cat","Ollie",4,"Male","Medium","Short","Yes","Yes","Yes","Healthy",1,100,"ec4351554",2,"Domestic Short Hair",NA,"Golden",NA,NA,"Selangor"
41326,"Cat","Sopy",13,"Female","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,"1e759fed0",4,"Domestic Medium Hair","Munchkin","Golden","White",NA,"Selangor"
41326,"Dog","Precious Puppy",12,"Female","Small","Short","Yes","Yes","No","Healthy",1,0,"117fb58c9",4,"Mixed Breed",NA,"Brown",NA,NA,"Selangor"
41326,"Cat","Mani",36,"Male","Medium","Short","Yes","Yes","Yes","Healthy",1,0,"694b994c8",3,"Bombay",NA,"Black",NA,NA,"Selangor"
41326,"Dog","Lambert",1,"Male","Large","Medium","Yes","Yes","No","Healthy",1,0,"85c4e7a41",2,"Mixed Breed","Belgian Shepherd Malinois","Black","Brown",NA,"Selangor"
41326,"Dog","Chocolat",19,"Male","Large","Short","Yes","Yes","Yes","Healthy",1,0,"0058586f1",4,"Labrador Retriever",NA,"Brown",NA,NA,"Selangor"
41326,"Cat","Ellie",24,"Female","Medium","Long","Yes","Yes","Not Sure","Healthy",1,350,"269d8414a",3,"Persian",NA,"Black","Brown",NA,"Selangor"
41326,"Cat","Shabu(Brown)",1,"Female","Small","Medium","Yes","Yes","No","Healthy",1,0,"5701c7885",2,"Domestic Medium Hair","Domestic Short Hair","Brown",NA,NA,"Selangor"
41326,"Cat","Garfield",36,"Male","Large","Medium","Yes","Yes","Yes","Healthy",1,0,"cf7d3eec0",2,"Persian","British Shorthair","Golden",NA,NA,"Selangor"
41326,"Cat","Jazzy & Jinggles",2,"Male","Medium","Medium","No","Yes","No","Healthy",2,0,"26a351904",2,"Domestic Long Hair",NA,"Cream",NA,NA,"Selangor"
41326,"Dog","Tina Marie",2,"Female","Medium","Medium","Not Sure","Not Sure","No","Healthy",1,0,"ea3de2587",3,"Mixed Breed",NA,"Brown","White",NA,"Selangor"
41326,"Dog","Unknown",2,"Female","Small","Short","No","Yes","No","Healthy",2,0,"31e266863",1,"Miniature Pinscher",NA,"Black","Brown",NA,"Selangor"
41326,"Dog","Molly",36,"Female","Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,50,"8b56fecb8",0,"Maltese",NA,"White",NA,NA,"Selangor"
41326,"Dog","Rottweiler",2,"Female","Large","Medium","Not Sure","Not Sure","No","Healthy",1,300,"87a3ef269",1,"Rottweiler",NA,"Black","Golden",NA,"Selangor"
41326,"Dog","Happy",12,"Male","Large","Short","Yes","Yes","No","Healthy",1,0,"5f79b840f",2,"Mixed Breed",NA,"Black","White",NA,"Selangor"
41326,"Dog","Girl",4,"Female","Medium","Short","Yes","Yes","No","Healthy",1,150,"c9feb3eb3",4,"Mixed Breed","Mixed Breed","Brown",NA,NA,"Selangor"
41326,"Dog","Mochi",3,"Female","Medium","Short","Yes","Yes","No","Healthy",1,0,"7ed3e206a",2,"Mixed Breed",NA,"Brown",NA,NA,"Selangor"
41326,"Cat","Sandy",4,"Male","Medium","Short","Yes","Yes","No","Serious Injury",1,0,"9b6b350c8",4,"Domestic Short Hair",NA,"Brown",NA,NA,"Selangor"
41326,"Dog","Charcoal",2,"Male","Medium","Short","No","No","No","Healthy",1,0,"87c19915b",1,"Mixed Breed","Mixed Breed","Black",NA,NA,"Selangor"
41326,"Cat","Frappucino",5,"Female","Medium","Short","Yes","Yes","Yes","Healthy",1,0,"615e51eef",4,"Domestic Short Hair",NA,"Cream",NA,NA,"Selangor"
41326,"Cat","Lil Kitts",2,"Male","Small","Short","No","No","No","Healthy",1,0,"3af78213e",4,"Domestic Short Hair",NA,"Black",NA,NA,"Selangor"
41326,"Cat","Unknown",4,"Female","Small","Short","No","No","No","Minor Injury",1,0,"72bb30805",4,"Domestic Short Hair",NA,"Cream",NA,NA,"Selangor"
41326,"Dog","Tig-ger",60,"Male","Large","Short","Yes","Yes","Yes","Healthy",1,350,"c9e2b26c4",3,"Rottweiler",NA,"Black","Brown",NA,"Selangor"
41326,"Dog","Female Puppy, 3 Months Old",3,"Female","Medium","Medium","No","No","No","Healthy",1,0,"da327c74b",4,"Mixed Breed",NA,"Brown",NA,NA,"Selangor"
41326,"Cat","Kuma",2,"Female","Medium","Short","No","Yes","No","Healthy",1,0,"c9206bc13",2,"British Shorthair","Domestic Short Hair","Black","Brown",NA,"Selangor"
41326,"Cat","5 Kitties",1,"Mixed","Small","Short","No","Yes","No","Healthy",5,0,"d353b436f",4,"Domestic Short Hair",NA,"Black","Golden",NA,"Selangor"
41326,"Cat","Blacky",18,"Female","Large","Medium","No","Yes","No","Healthy",6,1,"1eb041ff3",3,"Domestic Medium Hair",NA,"Black","White",NA,"Selangor"
41326,"Dog","Browny X 4",1,"Female","Medium","Medium","No","Yes","No","Healthy",4,0,"e4a48ef49",2,"Mixed Breed",NA,"Brown",NA,NA,"Selangor"
41326,"Cat","Nova",4,"Male","Medium","Short","Yes","Yes","No","Healthy",1,0,"4836bf864",2,"Domestic Short Hair","Domestic Short Hair","White",NA,NA,"Selangor"
41326,"Cat","Peaches",2,"Female","Medium","Short","Yes","Yes","No","Healthy",1,30,"6d2c3b550",2,"Domestic Short Hair",NA,"White",NA,NA,"Selangor"
41326,"Cat","Expresso",2,"Female","Medium","Short","No","No","No","Healthy",1,0,"3a682b74e",1,"Domestic Short Hair",NA,"Brown",NA,NA,"Selangor"
