Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,PhotoAmt,AdoptionSpeed
2,1,265,266,2,2,0,0,1,2,1,1,2,1,1,0,41326,d0995859e6ae5d7eaf74fc77cd3521eb,0,6.0,2
1,4,206,0,1,1,7,0,3,2,3,3,3,1,1,0,41326,e194190fa50fdc969ef1e4d063ea7851,0,1.0,2
1,2,307,0,1,1,0,0,3,1,2,2,2,1,1,0,41326,63f669053385440aab45382b0c925927,0,3.0,1
2,19,285,0,2,1,6,0,3,3,1,1,2,1,1,0,41401,12c51d7222986fbf000db9061f5082be,0,3.0,1
2,1,265,0,1,3,5,0,2,2,2,1,2,1,1,50,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,8.0,2
1,6,307,173,2,1,0,0,1,2,2,1,1,1,1,100,41401,3937a695ba7235b85e725d270455f0c8,0,4.0,4
2,1,266,0,2,1,2,7,2,1,2,1,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,2.0,2
1,2,307,0,3,1,2,7,2,2,2,2,2,1,5,0,41326,c2b7211d0bd11ada23f0efbb40d20a62,0,2.0,3
1,3,307,0,2,2,0,0,3,2,2,2,1,1,1,0,41326,337914b09c2fa5460e195197e994ef98,0,1.0,3
1,1,307,0,3,1,2,7,3,1,2,2,2,1,8,0,41326,c76cb0ef4d1376476d823d0e77546335,0,4.0,3
1,5,307,0,3,3,0,0,2,1,1,1,2,1,2,0,41401,3eb4577d0d4d74b69b057062a734484f,1,6.0,3
2,36,266,292,3,6,7,0,2,2,1,1,1,1,3,0,41401,2e89cc175b4cda7db9b93b3a70e40ea3,0,3.0,4
2,15,266,0,1,1,2,7,3,1,2,2,2,1,1,50,41401,3fea1afcb391a58f112bd2f70dac1d79,0,1.0,1
2,2,266,0,1,3,5,0,2,1,1,1,2,1,1,50,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,5.0,1
1,1,307,0,1,2,3,0,2,1,2,2,2,1,1,0,41326,8d413d99d41394f70d5c590253f80f54,0,1.0,4
2,2,266,0,2,7,0,0,2,1,2,1,2,1,3,0,41326,744fa4278196568a18fcf5cd7d324ed2,0,4.0,2
2,2,265,0,2,1,4,7,3,2,2,1,3,1,1,40,41326,167119eeb94dec6c615c602952c527c8,0,4.0,1
1,2,307,0,2,2,7,0,2,1,3,3,3,1,1,0,41326,1f651d4efea994d22b709c6845650554,0,7.0,2
2,4,265,0,1,3,0,0,1,2,2,2,2,1,1,0,41401,9766f7690040a7d6603c4faa3647e0e8,0,1.0,1
2,2,266,0,1,1,7,0,2,2,2,1,2,1,1,0,41326,7ef09340588eb5544ca225f658a93aff,0,5.0,4
1,2,307,307,2,1,2,0,2,2,2,2,2,1,1,59,41326,4d2400be2e2e78265f5c84345b7a3415,0,1.0,4
2,1,285,254,2,1,3,7,2,3,1,1,2,1,1,150,41401,9a50c5d66f407a71f04cb6e0ef08c929,2,5.0,3
2,4,285,0,1,2,5,6,1,3,1,1,2,1,1,250,41326,a9eb9378a3abdb8634fb7650b36ae435,0,4.0,3
1,24,307,0,2,2,3,0,2,2,1,1,1,1,2,0,41327,6970137ea113decfdcf41f81b3e68568,0,21.0,4
2,4,266,0,3,1,2,7,1,1,2,2,2,1,4,0,41401,59ced99edc48cd32b1add3fce4637933,0,2.0,4
1,12,307,0,1,3,4,0,2,2,3,3,3,1,1,1,41326,ab08235beff8eeb65a9bd184bae26716,0,1.0,4
1,3,307,103,3,1,2,0,3,2,2,1,2,1,2,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,6.0,3
2,2,266,0,1,3,0,0,2,1,2,1,2,1,2,0,41326,9a063d3aa743c01ff090509a1b19251e,0,2.0,1
2,24,266,0,2,6,0,0,1,1,1,1,3,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,3.0,3
2,3,266,0,2,1,3,7,2,1,2,2,2,1,1,0,41332,c19fc47db363e9ac131d0ecbf25b9839,2,3.0,2
2,1,299,266,3,1,7,0,2,1,2,2,2,1,4,0,41326,cec9711811ab76146d44bde97b857f09,0,19.0,1
1,2,307,0,1,1,2,0,2,1,2,2,2,1,1,20,41327,7ed6d84e2e6879245e55447aee39c328,0,1.0,2
2,24,265,264,2,1,4,7,2,3,3,3,3,1,6,0,41326,23d84bdb15b4b58a9664f51351ed47bb,0,4.0,4
2,48,265,0,1,6,7,0,2,1,1,1,1,1,1,0,41326,4f6123131141fbd7e4eed4f2ba9cba24,0,4.0,4
1,8,307,218,2,1,7,0,2,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,6.0,3
1,27,307,0,2,2,7,0,2,2,1,1,1,1,1,0,41326,072a53f58f46ca70dad37d58be33f238,0,1.0,4
1,2,307,307,2,2,0,0,1,1,3,3,3,1,1,0,41326,db37468644b7600f55f9c0bab40acf59,0,2.0,4
2,7,254,303,2,1,4,7,2,1,1,1,2,1,1,0,41326,f1ef4bef6ae16604d7a9025549d267e9,0,11.0,1
1,2,307,0,1,4,0,0,2,1,1,1,2,1,1,0,41401,8755c08f67ca281178243c20d2ad2f8a,0,4.0,2
1,1,307,307,3,1,3,7,2,1,2,2,3,1,4,0,41326,d0b50cd24d16638857b58e5bef4fd18e,0,1.0,2
1,2,307,0,1,1,7,0,2,2,2,1,2,1,1,0,41327,3223e1c4cb2bef48823ee5c604b9aa04,0,1.0,2
1,9,307,0,1,2,7,0,2,1,1,1,1,1,1,0,41326,2e53c8cd2454a77eb195a039ee28b8f6,0,6.0,4
2,6,266,0,2,4,0,0,2,1,1,1,1,1,1,100,41401,8ffce5c58bc69ccac0ceee68ddce6ffd,0,4.0,4
1,2,307,307,1,2,7,0,2,2,2,2,2,1,1,0,41401,51e1be357201ac5c9ee758096546f846,0,13.0,2
2,5,247,266,1,1,7,0,3,1,1,1,2,1,1,50,41326,d718a8deb57887c6ee18b757484273c8,0,3.0,1
1,2,307,0,2,1,2,0,2,1,2,1,2,1,1,0,41327,3223e1c4cb2bef48823ee5c604b9aa04,0,1.0,4
1,238,307,0,1,7,0,0,2,1,1,1,1,1,1,0,41327,b39c5db7a450d0f3437ada1df3554db6,0,10.0,4
2,5,264,0,1,4,7,0,3,3,2,2,2,1,1,250,41361,7a287c3f9067d47b4ccc7bb95bf7d343,0,5.0,2
2,6,265,0,1,6,0,0,1,2,2,1,2,1,1,0,41326,82b0d2059772540d672ca9a9c4913090,0,4.0,3
1,2,307,0,2,1,0,0,2,1,2,2,2,3,2,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,2.0,2
1,2,307,0,3,2,5,0,2,1,1,1,2,1,2,0,41330,41daa4c53ce05ce73717bef55d15161f,0,8.0,3
1,2,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41327,3223e1c4cb2bef48823ee5c604b9aa04,0,1.0,2
2,48,243,0,1,2,5,0,1,1,1,1,1,1,1,0,41326,61cf090ebafe2901f7ef52bd5bb48763,0,2.0,4
1,6,60,0,2,2,7,0,1,1,1,1,2,1,1,0,41327,4a9cb6e373c823566969e4a7cadd7708,0,6.0,2
1,2,307,0,2,1,7,0,2,2,1,1,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,1,3.0,3
2,4,266,266,3,1,6,7,2,2,2,1,2,1,2,0,41326,1dd0a4a52d961d28e0a0c083019034c6,0,5.0,3
2,2,266,0,3,1,4,0,2,1,1,1,2,1,4,0,41336,0979b4264c9001952c77552ff025f294,0,4.0,2
1,6,218,195,1,2,5,6,2,2,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,7.0,3
1,1,307,0,1,1,2,5,2,1,1,1,1,1,4,0,41326,6442af3808c74f34c49b6c30ef415498,0,5.0,1
2,2,266,266,3,2,3,7,1,1,2,2,2,1,3,0,41401,486710032197dc963de49089c67e1ad7,3,4.0,2
1,24,141,307,2,2,3,0,3,1,2,2,2,1,1,0,41326,966edbab6abf83106b0b9fdde1922975,0,1.0,4
1,2,307,307,1,2,5,0,2,1,2,2,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,4.0,2
1,7,141,0,2,1,2,0,2,1,2,1,1,1,1,0,41324,6c55c43e4932303ba55c414cd7aa80db,0,4.0,3
1,2,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,5.0,2
2,1,265,0,3,3,5,6,2,2,2,2,2,1,4,0,41336,2fee525ab5754f56dd3672333b6e5130,0,4.0,4
1,2,307,0,2,5,7,0,2,1,2,1,2,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,4.0,3
2,2,264,0,3,2,3,0,2,3,2,2,2,1,2,0,41326,63f669053385440aab45382b0c925927,0,17.0,1
1,19,307,218,1,1,2,0,2,1,1,1,2,1,1,0,41326,a21af2b3cb4216618c2b512ccbce744f,0,3.0,4
2,3,265,0,2,1,2,6,2,2,1,1,2,1,1,60,41326,a2e9b785f6495116d26966fe2eab0faa,0,5.0,1
1,1,307,307,2,1,4,7,2,1,2,2,2,1,1,0,41326,8bac0384da6a4552cb8ab47c1d530fa7,0,1.0,4
1,1,213,307,3,1,2,0,2,1,2,1,2,1,2,0,41326,426b31a6bd142cbecbd3ed1c167dfe4c,0,4.0,3
1,3,307,307,2,1,2,7,2,2,2,1,2,1,1,100,41326,4b07e807c87f0466fa38eb20e03fd384,0,10.0,2
1,2,307,0,2,1,2,7,2,1,2,2,2,1,1,20,41327,7ed6d84e2e6879245e55447aee39c328,0,1.0,3
1,8,307,0,1,3,0,0,3,1,1,1,3,1,1,0,41336,6f17b83feb5dac56bacea929f3cf8ac9,0,2.0,4
2,2,265,0,1,1,7,0,1,2,2,1,2,1,1,0,41326,28765cc4c3eadeb8a1f2ae0d7cb235e8,0,3.0,3
1,2,307,307,3,2,5,7,2,2,1,1,2,1,4,0,41326,3b074cadd2350de62dca7056b9bab6f4,3,13.0,3
2,1,266,292,3,1,6,7,1,1,2,2,2,1,3,0,41336,cda9cadac8f524c705970b4ceccf2e5a,0,4.0,3
1,24,109,0,2,4,5,0,2,2,2,2,1,1,1,300,41336,73b4447d22d6b71acf4e4d5650480087,0,2.0,1
2,4,266,0,1,6,0,0,2,1,1,2,2,1,1,0,41326,72da73fe3eec6c512cc04371f97760b5,0,15.0,3
1,2,307,0,2,1,2,7,1,1,2,2,2,1,2,0,41326,fadd2748eac6fa3eea5481362cc430e9,0,5.0,0
2,4,246,252,2,2,6,7,1,1,2,2,2,1,3,0,41326,e7b489f2d8257dd417e72e25a0335446,0,2.0,4
2,7,300,0,2,1,3,5,1,2,2,2,2,1,1,0,41330,8b283c6ce15ab024c80bbc848fd57379,0,3.0,4
2,1,266,0,2,1,7,0,2,1,2,1,2,1,3,50,41327,52796d04a7281246b51584240547937a,0,8.0,3
2,2,265,0,1,2,7,0,1,2,2,2,2,1,1,0,41326,32856657cf2e52ef734ef4e93f460033,0,7.0,1
1,1,307,0,2,1,6,0,2,1,2,2,2,1,1,0,41401,d53eef65b597c43396de4e532e27a34b,0,1.0,3
1,1,307,0,2,1,0,0,1,1,2,2,2,1,2,0,41326,bbd75d79e1ad87fbc6df81f2bd6425d1,0,1.0,4
1,3,307,103,1,2,5,0,2,1,2,1,1,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,8.0,1
1,2,307,0,3,2,3,7,1,1,2,2,2,1,3,0,41326,14cd3c09ecdd9f2ebf888bfea4a7d18d,0,7.0,3
2,2,266,0,1,1,2,0,2,1,2,2,2,1,1,0,41401,c6fa60201b7ca135608d592d7ac19ec4,0,2.0,1
1,1,307,0,1,2,5,7,2,2,2,1,2,1,5,0,41327,6970137ea113decfdcf41f81b3e68568,2,23.0,4
1,24,307,0,1,2,0,0,1,2,1,1,2,1,1,0,41326,25dd2acd917b87034dd6353ea6706e13,0,5.0,3
1,3,307,0,3,1,2,5,2,3,2,2,2,1,5,0,41326,ffe9d666deaad333538c341dc3a39d9a,0,7.0,3
1,1,307,0,2,2,7,0,2,2,1,3,2,1,1,0,41326,6096a62ee236b3403806b8bc7950ef7e,0,4.0,4
1,2,218,0,3,1,2,7,2,1,2,2,2,1,2,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,3.0,1
1,24,179,0,1,5,7,0,1,1,3,3,2,1,1,0,41326,3888b118d7e7bce9c787de14f5d13f61,0,1.0,1
1,4,141,307,1,5,0,0,3,2,1,1,1,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,4.0,3
2,3,266,0,1,1,0,0,2,1,2,1,2,1,1,0,41401,9b52af6d48a4521fd01d4028eb5879a3,0,20.0,3
2,1,266,0,1,1,7,0,1,1,2,2,2,1,1,0,41326,7ee1cfb700066f0653ea31117ae10770,0,2.0,4
1,2,307,0,2,1,2,7,2,1,2,2,2,1,1,0,41401,c13802ffd2e87ef97bba5f7b3d8ea3d7,0,1.0,0
2,2,292,299,3,2,6,7,2,1,2,2,2,1,4,0,41401,57f7d353a7fa57973d12faa8fc979974,0,4.0,3
1,3,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41330,583c3f4646373188b58dc42ca653eec5,0,1.0,1
2,62,266,0,1,1,0,0,3,1,1,1,1,1,1,0,41401,dce61a79774cd8b5af38860dde5bc0fe,0,2.0,2
2,4,292,266,3,4,5,6,2,2,1,1,2,1,2,0,41327,99ba8ce53b4d8515e417e7921563d923,0,4.0,3
2,60,265,265,2,1,4,0,2,2,1,1,1,1,2,0,41326,191a1fc7ab364ca1205c0dcd7ac67422,0,2.0,2
1,12,218,307,3,2,0,0,1,1,3,3,3,1,4,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,10.0,4
1,1,307,0,1,1,2,0,2,3,2,2,2,1,1,0,41327,7f74401ff1a7ca18737bc527ccf23a45,0,3.0,2
1,1,307,0,1,1,2,0,2,1,3,3,3,1,3,0,41326,9bea829f5ed57b412a128e603e339b9c,0,1.0,2
2,2,265,0,3,1,2,5,1,1,2,2,2,1,3,0,41332,bf1389c3f174506232a7e14977bf575d,0,5.0,3
1,3,307,0,1,1,2,3,3,1,2,2,2,1,1,0,41326,826013abf8c27901959cdccb885f481f,0,2.0,4
2,3,266,0,1,2,3,0,2,1,1,1,2,1,1,10,41326,5db18e10a591eadbbe67148c5288441d,0,8.0,3
1,1,307,0,2,1,7,0,3,1,2,2,2,1,1,0,41401,26feb215d9243db5d076e4495e8de1d1,0,1.0,3
1,2,307,0,2,1,2,7,2,2,1,1,2,1,1,0,41326,f73f65472f74ff3fac06dde0d79551b8,0,2.0,3
2,2,266,0,1,1,0,0,1,1,2,1,2,1,1,50,41326,f4003af4760ec43e2ce8f35a87a8c0a8,0,1.0,4
1,1,307,307,2,1,2,0,2,2,2,2,2,1,1,0,41326,893d9ac780c0203804dc170eee0144cd,0,4.0,3
2,3,266,0,2,1,2,7,1,1,2,2,2,1,1,0,41401,1cc4a20139774a4277e2298c998bea9b,0,1.0,2
1,60,189,0,1,1,0,0,3,2,1,1,1,1,1,0,41330,9a444ee97c9b7d617854b319fb49991e,0,5.0,4
1,4,307,307,1,2,7,0,2,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,2.0,2
2,7,266,295,2,4,0,0,2,1,1,1,1,1,1,0,41401,0f88833cac0568b2ffe27b3db771ae00,0,9.0,3
1,6,109,307,1,2,0,0,2,2,3,3,3,1,1,0,41326,32e9319e2e0bf4702835175c13900822,0,4.0,4
2,4,266,0,1,6,7,0,2,1,2,1,2,1,1,0,41326,9bb6a0a909be2c2a172b074d3aa414c2,0,6.0,3
1,10,213,0,1,7,0,0,1,2,1,1,2,1,1,0,41401,989ffd6e0338c7e533defe2d1a709110,0,0.0,4
2,2,266,0,1,3,0,0,2,1,1,1,1,1,1,0,41326,c7bff1d19a3e53bae9e174fdd025ebcd,0,8.0,3
2,9,306,0,1,6,7,0,2,2,1,1,1,1,1,0,41401,2878ca852f116ad07d0c8b75da381c4c,0,3.0,0
1,4,307,0,2,1,0,0,2,2,1,1,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,1.0,3
1,6,307,0,2,2,0,0,3,1,1,1,2,1,1,0,41401,003c68bf1c7932ddc79c60b0b5d7ca33,0,5.0,4
1,1,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41330,f2522890ad604bf70421af61cb871a96,1,8.0,3
2,3,266,0,2,2,3,6,1,1,2,2,2,1,1,0,41326,63f669053385440aab45382b0c925927,0,15.0,2
1,74,205,0,1,2,7,0,2,2,3,1,3,1,1,0,41326,35e9eced28e869ff8bf6dce7a09cbe5c,0,2.0,2
2,2,299,0,1,1,5,6,1,1,2,2,2,1,1,0,41326,02159bedb51d4d82e018801489efacab,0,4.0,2
1,2,307,307,2,1,0,0,2,1,1,1,3,1,1,0,41401,d82bf7d7d9f0c06d3a4b0e23bfaec54c,0,2.0,4
2,132,266,0,2,1,2,0,2,1,1,1,1,1,1,0,41326,8f249aa58e29f16be754f494813c56df,0,1.0,3
1,7,307,0,2,2,0,0,1,1,1,1,1,1,1,110,41326,d372aa7115ee3c2e5e4796462dec984b,0,4.0,2
1,2,307,0,1,1,7,0,2,1,2,2,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,3.0,2
2,4,266,292,2,2,7,0,2,1,1,1,1,1,1,100,41326,c548bbe8eee34be56ab3833d372612d1,5,26.0,3
1,1,307,78,3,1,2,5,2,1,1,1,1,1,4,8,41401,38d6ee41303299d32c1e22d597ee6e2e,0,4.0,2
1,3,307,0,2,1,2,0,2,2,2,1,2,1,1,0,41326,1c0e9bf88f94618bfc713de2f8ce716f,0,4.0,1
2,3,266,0,2,2,7,0,1,1,2,3,3,1,1,0,41327,cccb18b8f8b81862f9a1ebc65d651d22,0,1.0,4
2,7,266,0,1,1,7,0,3,1,1,1,2,1,1,0,41401,86aec4089c7cbcd2fb0b88738c241690,0,7.0,4
1,0,307,0,1,1,2,5,2,2,1,1,2,1,2,0,41326,14fc7f8f8a1c93c4d2af85a837c48d88,0,4.0,1
1,2,307,0,1,4,0,0,2,1,2,1,2,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,2.0,2
1,48,205,0,1,7,0,0,1,2,1,1,1,1,1,0,41401,1edebbd0aae5c5490d2b23bf4e08e20d,0,2.0,1
1,22,109,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,ed1e93e15fe58fc7a10473f9b7db9220,0,2.0,3
1,8,307,0,2,1,2,0,2,3,2,1,1,1,1,0,41326,4e647092d3a619c5c5e3766e6106dd19,0,4.0,3
1,36,307,0,1,5,0,0,2,2,1,1,1,1,5,0,41326,2147467fcd35e7a3bc23b9edcffc5702,0,1.0,4
2,8,265,0,2,1,2,5,2,2,3,3,1,1,1,0,41326,62d584fd10cc94cb5f9491daf375f50e,0,2.0,1
2,2,265,266,1,1,7,0,1,2,2,2,2,2,1,0,41326,3c511648719acc2eaea7415e34ca5064,0,3.0,2
1,2,307,0,2,2,0,0,2,1,2,2,2,1,2,0,41401,c944889704c7b141cc60760c48682855,0,4.0,4
2,4,285,265,1,1,7,0,2,2,1,1,2,1,1,0,41326,599875da16cb054c120ec06c5e98d2c4,0,3.0,1
2,1,266,0,3,1,3,0,1,1,2,1,2,1,5,0,41326,b2fc54447ce8d3835637a45e995a7d27,0,1.0,4
1,3,307,307,2,2,0,0,1,1,2,2,2,1,1,0,41326,7ac96eb841cedc0967141a8896e927f4,0,4.0,0
2,2,266,0,2,1,7,0,2,1,2,3,2,1,1,0,41401,924cf7e0e4b1ecb0b612e9a477da6966,0,1.0,2
2,7,265,0,3,2,3,0,2,2,2,2,2,1,5,0,41401,f99421ebaed0ec8796a9343d68d92c12,0,9.0,4
2,3,292,276,2,1,2,0,1,3,2,2,2,1,1,0,41336,f454e29b124c5985f60063de9b9fd00a,0,4.0,1
2,1,265,0,2,1,2,7,2,2,2,1,3,1,1,0,41326,167119eeb94dec6c615c602952c527c8,0,4.0,2
2,11,266,0,2,6,7,0,2,1,1,1,1,1,1,0,41401,13a5fd7491a013c6f0beb6ddfcac516d,0,5.0,2
1,4,109,307,1,5,7,0,3,2,1,1,2,1,1,0,41336,d581d43be85c983e9b95a2eaaf0d7a8d,0,3.0,2
1,4,307,0,2,1,0,0,3,1,1,1,2,1,1,0,41327,586f01724ab02882d5eeddc64b3162d0,0,1.0,2
2,1,299,299,3,1,3,0,1,2,2,2,2,1,5,0,41326,f8a46a47bb40567dd21e057e84a26057,0,6.0,3
2,3,285,266,1,1,2,7,2,1,2,1,2,1,3,0,41326,a8bb4fd661b9dda9f92af69247c0db97,0,5.0,1
2,24,299,0,1,4,0,0,2,2,3,3,3,2,1,1,41345,293f909f2da3b8d3cc600a9aec45e104,0,2.0,4
2,3,265,299,2,1,6,7,1,2,2,2,2,1,1,0,41401,92b7a054c5127672603ed7f42c5571e0,0,1.0,1
1,1,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,8.0,2
1,72,205,0,1,1,7,0,1,3,3,3,3,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,3.0,2
1,1,307,0,1,2,4,0,2,2,2,2,2,1,1,1,41326,95dfeed36290fe1c010660ea4197a2c6,0,2.0,1
1,15,307,307,2,7,0,0,2,1,1,1,1,1,1,0,41326,5535c568331e90e6d62db3fb286c61d3,0,1.0,4
1,4,307,0,2,4,7,0,2,1,3,3,3,1,1,100,41327,fdd8882578638ef820a4f70343c1b167,0,1.0,4
1,3,307,75,2,1,4,7,2,1,1,1,2,1,2,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,9.0,1
1,12,307,0,2,5,7,0,2,1,2,2,1,1,1,0,41336,7d9144504ada2dc4b3715990ee7be1df,0,1.0,4
1,2,307,307,2,2,0,0,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,5.0,2
1,48,75,307,1,5,7,0,2,2,1,3,3,1,1,0,41326,f8651c993f9f37b6c08e826310c011b0,0,2.0,2
2,3,264,0,3,1,2,3,1,3,2,2,2,1,3,150,41326,23d84bdb15b4b58a9664f51351ed47bb,0,4.0,2
2,4,265,265,1,1,7,0,2,2,2,1,2,1,1,0,41326,3f7abc86ddc13526b6d5795fae02e6b3,0,5.0,4
1,3,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41326,538579850acf26eb885dfe354e9e4975,0,0.0,4
1,24,307,109,2,2,0,0,3,2,1,2,1,1,1,0,41336,fc2076024a5c08af82b6ea58d83478ac,0,3.0,4
1,1,307,307,2,1,2,5,1,1,2,1,3,1,2,0,41326,793a857b0f2db4c0ed8fd9e38cc7cb5f,0,2.0,4
1,2,307,0,2,2,0,0,2,2,2,1,2,1,1,0,41330,a84834c318048475628aa3cf0fd8d96f,0,2.0,4
2,2,266,0,3,4,7,0,1,2,2,1,2,1,2,0,41345,89b24f3d73d737b3542373cee12d070b,0,2.0,1
2,4,292,264,1,1,7,0,2,2,3,1,2,1,2,100,41401,518a8c8a242aa54ff5db9a066240594f,0,2.0,4
2,23,266,0,1,1,7,0,3,1,1,1,2,1,1,200,41326,d58457523e29e56615d405d36735ac20,0,3.0,3
1,4,307,0,2,2,0,0,2,1,2,2,3,1,1,0,41326,aa785d2f5e3282b5c80b3d2939228681,0,2.0,4
2,12,266,0,2,1,2,7,2,1,2,2,2,1,1,0,41401,da272745306366612289944259b3e50f,0,1.0,4
1,8,307,307,1,2,3,4,2,2,1,1,3,1,1,0,41326,ef972f08007ad1672e0c186fb4eb4380,0,5.0,4
1,24,307,0,2,2,0,0,2,1,2,2,1,1,1,0,41327,3223e1c4cb2bef48823ee5c604b9aa04,0,1.0,4
1,4,307,0,2,2,0,0,1,1,2,2,1,1,1,30,41326,fb7097e30dd4fe4312c47b4beac1b111,0,1.0,4
2,2,266,0,2,3,7,0,1,1,2,2,2,1,1,80,41326,95eab75701bfbddafb9e1e01e1ee9214,0,3.0,2
1,4,76,0,2,1,7,0,2,1,2,2,2,1,1,0,41326,a0a4f02fb6c920a34474533bf5e9d377,0,3.0,4
1,2,307,307,1,2,0,0,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,5.0,3
1,7,307,0,2,5,7,0,2,1,1,1,1,1,1,0,41326,21d5cfba20cb42817fdcbef36d6543c3,0,4.0,3
2,6,264,266,1,4,5,7,2,2,3,1,2,1,1,30,41326,74dabecce4ddb0c4d08892255974496b,0,2.0,1
1,1,307,0,2,5,0,0,2,2,2,2,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,2.0,1
2,1,265,0,2,3,7,0,2,2,2,2,2,1,1,0,41336,84296cd53ffc747a6a0e49c5d5134bfc,0,1.0,1
2,9,266,266,2,2,4,6,2,1,2,2,2,1,2,0,41326,803457cd3660dda694086b51a11a5a39,0,8.0,4
1,4,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41326,186ec67443d30746953da6b38195fc71,0,4.0,1
1,17,49,0,2,7,0,0,1,1,1,1,2,1,1,0,41326,39e0becfe7fe8d4089b585a05148dfa7,0,2.0,3
2,1,265,0,1,1,0,0,2,2,2,2,2,1,1,0,41336,84296cd53ffc747a6a0e49c5d5134bfc,0,1.0,1
2,12,266,0,1,2,7,0,2,1,2,2,2,1,2,0,41336,49461cf97dc8a989d56d66fd975de995,0,4.0,4
2,1,266,0,3,1,4,6,2,1,2,2,2,1,4,50,41326,cfb5e477dc43e90c78f0d7fb6d215833,1,7.0,1
2,5,283,284,1,2,7,0,2,1,1,1,1,1,1,0,41326,5bd0848dd25ef2c3d36218fe94e78682,0,2.0,3
2,1,266,0,3,1,4,7,1,1,2,2,2,1,3,0,41326,7a88698131fd71c31b947415512fb35e,0,1.0,2
1,2,307,0,2,1,0,0,2,1,1,1,2,1,1,0,41326,a042471e0f43f2cf707104a1a138a7df,0,4.0,4
1,7,78,307,2,1,2,0,3,1,3,3,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,9.0,3
2,2,266,0,1,3,4,0,1,1,2,2,2,2,1,0,41326,8e8304b632d3868293bd3fd89b105e90,0,15.0,2
2,3,266,0,2,1,7,0,2,1,1,2,1,1,1,0,41401,2139529a1f38f7138fba6ee66c2bf740,1,1.0,4
2,13,265,0,3,1,7,0,2,2,2,2,2,1,4,0,41401,9166bd2b5d68d32fbb9667bad3495133,0,11.0,1
1,5,307,0,1,1,2,0,3,1,1,1,2,1,1,0,41336,a66f8368bd1e2a086b304729127d5f51,0,8.0,2
2,3,265,266,3,1,5,0,3,2,1,1,2,1,2,0,41326,17c39bf0ad57c537319984ef6cb72312,1,7.0,2
2,12,265,0,2,1,2,7,2,2,3,3,2,1,2,0,41401,7481ae53e9c9e403bf7f64aaa7f8e20a,0,8.0,2
1,4,307,0,2,1,2,0,2,1,1,1,2,1,3,0,41401,99fd2acf49925ba14029fd6a93581daf,0,2.0,4
1,4,307,141,1,1,2,0,2,1,2,2,2,1,1,0,41325,3550120cf55a324cad448403189d511b,0,2.0,2
1,36,307,0,1,1,0,0,2,2,2,2,3,2,1,0,41330,30f961c1bda3c344d1aa1628fab66014,0,3.0,4
2,48,276,0,2,1,2,7,3,3,1,1,1,1,1,0,41326,001e42763024f9d4abe31e79472b1827,0,4.0,3
1,20,195,0,1,1,0,0,2,1,3,3,3,1,1,250,41326,dd62ba269942e54b21bf79e45dc0b4ff,0,0.0,1
2,2,266,0,3,2,4,6,1,1,2,2,2,1,4,0,41336,0c0cc47c965fcb6e36ba1a00ac7cb442,0,4.0,2
